Siebnen-Wangen;47.182671;8.900696
Rümlingen;47.425371;7.850522
Freiburg (Breisgau) Hbf;47.997696;7.841174
Wauwil;47.183848;8.019007
Les Hauts-Geneveys;47.047167;6.874671
Courfaivre;47.335074;7.291151
Boswil-Bünzen;47.305176;8.315274
Uzwil;47.436445;9.130973
Schladming;47.393827;13.678148
Porto Valtravaglia;45.958142;8.673728
Bodio TI;46.380258;8.906557
Ambrì-Piotta;46.510619;8.690151
Göschenen;46.665818;8.588797
Mosonmagyaróvár;47.850354;17.266426
Zürich HB;47.378177;8.540193
Walchwil Hörndli;47.108411;8.505027
Köln Hbf;50.943029;6.95873
Cully;46.488551;6.727149
Culoz;45.842945;5.778931
Payerne;46.819641;6.939879
Biel Mett;47.144718;7.272471
Lottstetten;47.62574;8.56681
La Tour-de-Peilz;46.455443;6.859534
Weinfelden;47.566223;9.106342
Chalon-sur-Saône;46.781743;4.843397
Mannheim Hbf;49.479352;8.468917
Zug;47.173628;8.515293
Mulhouse Ville;47.741953;7.343045
Interlaken West;46.682628;7.851439
Hüntwangen-Wil;47.58127;8.512821
Yverdon-les-Bains;46.781878;6.641141
Schlieren;47.399176;8.447226
Rietheim;47.60075;8.277312
Meyrin;46.222335;6.076915
Utzenstorf;47.129482;7.553654
Cugy FR;46.816028;6.889162
Wildegg;47.415276;8.162996
Halle (Saale) Hbf;51.47751;11.987088
Horb;48.441475;8.688982
Meggen Zentrum;47.045046;8.374126
Bilten;47.152188;9.029898
Haltingen;47.612841;7.611679
Felben-Wellhausen;47.577099;8.943161
Gundelfingen (Breisgau);48.044026;7.874182
Zug Chollermüli;47.180468;8.485763
Bern Wankdorf;46.96782;7.46546
Bellegarde (Ain);46.110914;5.825963
Rickenbach-Attikon;47.535354;8.789158
Le Crêt-du-Locle;47.077596;6.785175
Strasbourg Ville;48.585339;7.734067
Taverne-Torricella;46.056682;8.930325
Neuhausen Rheinfall;47.679648;8.617455
Lonay-Préverenges;46.523123;6.519544
Belfaux CFF;46.816918;7.106225
Preglia;46.145459;8.292828
Lörrach Museum/Burghof;47.604732;7.680644
Winterthur;47.500332;8.723797
Eglisau;47.572371;8.516533
Schliengen;47.761594;7.568935
Delémont;47.361997;7.350057
Düdingen;46.851041;7.189752
Besnate;45.696152;8.760572
Hildesheim;52.160627;9.953495
Turgi;47.491756;8.253437
Graz Hbf;47.072301;15.416437
Montreux;46.435874;6.91043
Stabio;45.849723;8.943943
Dagmersellen;47.217549;7.979014
Russin;46.187772;6.01755
Oberrieden Dorf;47.276725;8.577633
Zug Postplatz;47.16827;8.51692
Karlsruhe Hbf;48.993512;8.402181
Berlin-Spandau;52.534471;13.197531
Herford;52.119609;8.663642
Nieder- und Oberurnen;47.122362;9.062376
Besozzo;45.842568;8.663264
Illnau;47.408821;8.722701
Zug Oberwil;47.147676;8.509917
Bavois;46.687671;6.55933
Burgdorf Buchmatt;47.065389;7.608209
Colombier;46.96764;6.848872
Rupperswil;47.403284;8.126941
Chez-le-Maître-Ecoles;46.599334;6.221956
Ternate-Varano Borghi;45.782358;8.69994
Martigny;46.105826;7.079122
Uerikon;47.23586;8.752608
Baldegg Kloster;47.180612;8.280575
Moutier;47.280671;7.381043
Rheinfelden;47.551211;7.792155
Lancy-Pont-Rouge;46.188895;6.125331
Le Valdahon;47.149878;6.342312
Ependes;46.746406;6.607656
Weil am Rhein;47.593963;7.608416
Budapest-Kelenföld;47.471189;19.049877
Villars-sur-Glâne;46.789824;7.116391
Schmerikon;47.225154;8.943368
Murten/Morat;46.925391;7.115376
Emmenmatt;46.948151;7.74729
Bôle;46.968961;6.837681
Cheyres;46.816936;6.786397
Eimeldingen;47.627951;7.595597
Lucens;46.707771;6.842139
Islikon;47.54784;8.846177
Auggen;47.789946;7.586788
Gerra (Gambarogno);46.122043;8.78496
Weimar;50.99149;11.326462
Chavornay;46.710081;6.568157
Castione-Arbedo;46.225257;9.041395
